timestamp_utc,settlementDate,settlementPeriod,price,volume,dataProvider
2024-04-13 20:00:00+00:00,2024-04-13,43,25.31,2214.35,APXMIDP
2024-04-13 20:30:00+00:00,2024-04-13,44,19.48,2166.65,APXMIDP
2024-04-13 21:00:00+00:00,2024-04-13,45,25.79,2277.85,APXMIDP
2024-04-13 21:30:00+00:00,2024-04-13,46,5.57,2210.2,APXMIDP
2024-04-13 22:00:00+00:00,2024-04-13,47,9.91,1398.5,APXMIDP
2024-04-13 22:30:00+00:00,2024-04-13,48,6.62,1384.45,APXMIDP
2024-04-13 23:00:00+00:00,2024-04-14,1,17.25,1572.3,APXMIDP
2024-04-13 23:30:00+00:00,2024-04-14,2,23.74,1856.7,APXMIDP
2024-04-14 00:00:00+00:00,2024-04-14,3,6.0,1772.75,APXMIDP
2024-04-14 00:30:00+00:00,2024-04-14,4,4.05,1875.1,APXMIDP
2024-04-14 01:00:00+00:00,2024-04-14,5,-0.77,1583.7,APXMIDP
2024-04-14 01:30:00+00:00,2024-04-14,6,-2.02,1705.7,APXMIDP
2024-04-14 02:00:00+00:00,2024-04-14,7,4.1,1482.2,APXMIDP
2024-04-14 02:30:00+00:00,2024-04-14,8,7.53,1478.45,APXMIDP
2024-04-14 03:00:00+00:00,2024-04-14,9,4.51,1417.0,APXMIDP
2024-04-14 03:30:00+00:00,2024-04-14,10,7.16,1363.65,APXMIDP
2024-04-14 04:00:00+00:00,2024-04-14,11,-0.74,1033.9,APXMIDP
2024-04-14 04:30:00+00:00,2024-04-14,12,4.36,1143.75,APXMIDP
2024-04-14 05:00:00+00:00,2024-04-14,13,0.49,1100.95,APXMIDP
2024-04-14 05:30:00+00:00,2024-04-14,14,7.66,1215.25,APXMIDP
2024-04-14 06:00:00+00:00,2024-04-14,15,-7.08,1226.2,APXMIDP
2024-04-14 06:30:00+00:00,2024-04-14,16,1.35,1120.25,APXMIDP
2024-04-14 07:00:00+00:00,2024-04-14,17,-1.25,1374.95,APXMIDP
2024-04-14 07:30:00+00:00,2024-04-14,18,8.38,1661.5,APXMIDP
2024-04-14 08:00:00+00:00,2024-04-14,19,3.82,1644.2,APXMIDP
2024-04-14 08:30:00+00:00,2024-04-14,20,-1.42,1354.4,APXMIDP
2024-04-14 09:00:00+00:00,2024-04-14,21,-4.83,1274.25,APXMIDP
2024-04-14 09:30:00+00:00,2024-04-14,22,-8.13,1474.1,APXMIDP
2024-04-14 10:00:00+00:00,2024-04-14,23,-24.46,1768.95,APXMIDP
2024-04-14 10:30:00+00:00,2024-04-14,24,-26.32,1901.15,APXMIDP
2024-04-14 11:00:00+00:00,2024-04-14,25,-33.38,2022.5,APXMIDP
2024-04-14 11:30:00+00:00,2024-04-14,26,-36.38,2154.0,APXMIDP
2024-04-14 12:00:00+00:00,2024-04-14,27,-44.2,2522.25,APXMIDP
2024-04-14 12:30:00+00:00,2024-04-14,28,-45.05,2357.4,APXMIDP
2024-04-14 13:00:00+00:00,2024-04-14,29,-47.29,2468.7,APXMIDP
2024-04-14 13:30:00+00:00,2024-04-14,30,-48.78,2540.65,APXMIDP
2024-04-14 14:00:00+00:00,2024-04-14,31,-29.37,2274.5,APXMIDP
2024-04-14 14:30:00+00:00,2024-04-14,32,-20.88,2256.4,APXMIDP
2024-04-14 15:00:00+00:00,2024-04-14,33,-20.0,1893.3,APXMIDP
2024-04-14 15:30:00+00:00,2024-04-14,34,11.79,2744.3,APXMIDP
2024-04-14 16:00:00+00:00,2024-04-14,35,26.13,2015.9,APXMIDP
2024-04-14 16:30:00+00:00,2024-04-14,36,52.33,2398.5,APXMIDP
2024-04-14 17:00:00+00:00,2024-04-14,37,77.13,2729.7,APXMIDP
2024-04-14 17:30:00+00:00,2024-04-14,38,75.21,2391.7,APXMIDP
2024-04-14 18:00:00+00:00,2024-04-14,39,85.07,2585.55,APXMIDP
2024-04-14 18:30:00+00:00,2024-04-14,40,85.43,2594.55,APXMIDP
2024-04-14 19:00:00+00:00,2024-04-14,41,84.62,2628.75,APXMIDP
2024-04-14 19:30:00+00:00,2024-04-14,42,78.11,2624.4,APXMIDP
2024-04-14 20:00:00+00:00,2024-04-14,43,73.35,2127.75,APXMIDP
2024-04-14 20:30:00+00:00,2024-04-14,44,34.08,1725.5,APXMIDP
2024-04-14 21:00:00+00:00,2024-04-14,45,26.94,1590.25,APXMIDP
2024-04-14 21:30:00+00:00,2024-04-14,46,11.68,1640.0,APXMIDP
2024-04-14 22:00:00+00:00,2024-04-14,47,-0.82,1124.4,APXMIDP
2024-04-14 22:30:00+00:00,2024-04-14,48,-10.13,1458.2,APXMIDP
2024-04-14 23:00:00+00:00,2024-04-15,1,-1.86,1168.9,APXMIDP
2024-04-14 23:30:00+00:00,2024-04-15,2,-8.71,1158.15,APXMIDP
2024-04-15 00:00:00+00:00,2024-04-15,3,-9.16,1170.0,APXMIDP
2024-04-15 00:30:00+00:00,2024-04-15,4,-7.04,1258.85,APXMIDP
2024-04-15 01:00:00+00:00,2024-04-15,5,-8.2,1250.05,APXMIDP
2024-04-15 01:30:00+00:00,2024-04-15,6,-9.08,1154.8,APXMIDP
2024-04-15 02:00:00+00:00,2024-04-15,7,-2.0,1290.7,APXMIDP
2024-04-15 02:30:00+00:00,2024-04-15,8,7.43,1360.75,APXMIDP
2024-04-15 03:00:00+00:00,2024-04-15,9,28.31,1399.6,APXMIDP
2024-04-15 03:30:00+00:00,2024-04-15,10,25.72,1467.75,APXMIDP
2024-04-15 04:00:00+00:00,2024-04-15,11,10.69,1628.25,APXMIDP
2024-04-15 04:30:00+00:00,2024-04-15,12,17.12,1536.6,APXMIDP
2024-04-15 05:00:00+00:00,2024-04-15,13,13.33,1761.8,APXMIDP
2024-04-15 05:30:00+00:00,2024-04-15,14,45.7,1824.25,APXMIDP
2024-04-15 06:00:00+00:00,2024-04-15,15,42.7,1729.8,APXMIDP
2024-04-15 06:30:00+00:00,2024-04-15,16,71.95,2083.45,APXMIDP
2024-04-15 07:00:00+00:00,2024-04-15,17,59.39,1820.0,APXMIDP
2024-04-15 07:30:00+00:00,2024-04-15,18,64.56,1926.55,APXMIDP
2024-04-15 08:00:00+00:00,2024-04-15,19,63.85,2036.0,APXMIDP
2024-04-15 08:30:00+00:00,2024-04-15,20,59.0,2217.4,APXMIDP
2024-04-15 09:00:00+00:00,2024-04-15,21,55.19,2279.5,APXMIDP
2024-04-15 09:30:00+00:00,2024-04-15,22,39.9,1828.05,APXMIDP
2024-04-15 10:00:00+00:00,2024-04-15,23,22.61,2194.45,APXMIDP
2024-04-15 10:30:00+00:00,2024-04-15,24,13.1,2266.55,APXMIDP
2024-04-15 11:00:00+00:00,2024-04-15,25,7.7,2436.3,APXMIDP
2024-04-15 11:30:00+00:00,2024-04-15,26,3.38,2101.35,APXMIDP
2024-04-15 12:00:00+00:00,2024-04-15,27,3.44,2354.8,APXMIDP
2024-04-15 12:30:00+00:00,2024-04-15,28,-1.22,2616.05,APXMIDP
2024-04-15 13:00:00+00:00,2024-04-15,29,-1.98,2429.3,APXMIDP
2024-04-15 13:30:00+00:00,2024-04-15,30,-7.21,2505.4,APXMIDP
2024-04-15 14:00:00+00:00,2024-04-15,31,-9.73,1992.95,APXMIDP
2024-04-15 14:30:00+00:00,2024-04-15,32,-4.58,2097.25,APXMIDP
2024-04-15 15:00:00+00:00,2024-04-15,33,-8.04,1867.2,APXMIDP
2024-04-15 15:30:00+00:00,2024-04-15,34,25.96,3247.4,APXMIDP
2024-04-15 16:00:00+00:00,2024-04-15,35,12.8,2755.8,APXMIDP
2024-04-15 16:30:00+00:00,2024-04-15,36,29.74,2968.5,APXMIDP
2024-04-15 17:00:00+00:00,2024-04-15,37,35.35,3056.05,APXMIDP
2024-04-15 17:30:00+00:00,2024-04-15,38,43.07,2811.7,APXMIDP
2024-04-15 18:00:00+00:00,2024-04-15,39,31.36,2680.7,APXMIDP
2024-04-15 18:30:00+00:00,2024-04-15,40,29.29,2692.35,APXMIDP
2024-04-15 19:00:00+00:00,2024-04-15,41,35.13,2826.6,APXMIDP
2024-04-15 19:30:00+00:00,2024-04-15,42,30.4,2533.35,APXMIDP
2024-04-15 20:00:00+00:00,2024-04-15,43,26.61,2193.65,APXMIDP
2024-04-15 20:30:00+00:00,2024-04-15,44,13.99,1735.0,APXMIDP
2024-04-15 21:00:00+00:00,2024-04-15,45,11.84,1738.7,APXMIDP
2024-04-15 21:30:00+00:00,2024-04-15,46,-8.55,1915.6,APXMIDP
2024-04-15 22:00:00+00:00,2024-04-15,47,10.88,1297.7,APXMIDP
2024-04-15 22:30:00+00:00,2024-04-15,48,-8.18,1300.3,APXMIDP
2024-04-15 23:00:00+00:00,2024-04-16,1,-0.18,1223.35,APXMIDP
2024-04-15 23:30:00+00:00,2024-04-16,2,9.65,1425.45,APXMIDP
2024-04-16 00:00:00+00:00,2024-04-16,3,3.65,1710.1,APXMIDP
2024-04-16 00:30:00+00:00,2024-04-16,4,11.21,1987.35,APXMIDP
2024-04-16 01:00:00+00:00,2024-04-16,5,7.62,1796.55,APXMIDP
2024-04-16 01:30:00+00:00,2024-04-16,6,-0.41,1677.4,APXMIDP
2024-04-16 02:00:00+00:00,2024-04-16,7,-10.2,1883.2,APXMIDP
2024-04-16 02:30:00+00:00,2024-04-16,8,-10.6,1698.6,APXMIDP
2024-04-16 03:00:00+00:00,2024-04-16,9,-0.6,1381.5,APXMIDP
2024-04-16 03:30:00+00:00,2024-04-16,10,2.94,1287.5,APXMIDP
2024-04-16 04:00:00+00:00,2024-04-16,11,2.94,1787.7,APXMIDP
2024-04-16 04:30:00+00:00,2024-04-16,12,20.92,2123.4,APXMIDP
2024-04-16 05:00:00+00:00,2024-04-16,13,19.92,1859.15,APXMIDP
2024-04-16 05:30:00+00:00,2024-04-16,14,62.7,2091.3,APXMIDP
2024-04-16 06:00:00+00:00,2024-04-16,15,74.21,2092.2,APXMIDP
2024-04-16 06:30:00+00:00,2024-04-16,16,85.62,1999.05,APXMIDP
2024-04-16 07:00:00+00:00,2024-04-16,17,78.57,2324.25,APXMIDP
2024-04-16 07:30:00+00:00,2024-04-16,18,77.9,2411.7,APXMIDP
2024-04-16 08:00:00+00:00,2024-04-16,19,74.96,1883.3,APXMIDP
2024-04-16 08:30:00+00:00,2024-04-16,20,68.76,1855.7,APXMIDP
2024-04-16 09:00:00+00:00,2024-04-16,21,65.9,2025.4,APXMIDP
2024-04-16 09:30:00+00:00,2024-04-16,22,67.09,2324.1,APXMIDP
2024-04-16 10:00:00+00:00,2024-04-16,23,61.17,2715.85,APXMIDP
2024-04-16 10:30:00+00:00,2024-04-16,24,60.14,3285.15,APXMIDP
2024-04-16 11:00:00+00:00,2024-04-16,25,65.1,2961.55,APXMIDP
2024-04-16 11:30:00+00:00,2024-04-16,26,66.01,3209.15,APXMIDP
2024-04-16 12:00:00+00:00,2024-04-16,27,66.9,3588.9,APXMIDP
2024-04-16 12:30:00+00:00,2024-04-16,28,65.8,3428.1,APXMIDP
2024-04-16 13:00:00+00:00,2024-04-16,29,65.58,3862.3,APXMIDP
2024-04-16 13:30:00+00:00,2024-04-16,30,57.58,3880.7,APXMIDP
2024-04-16 14:00:00+00:00,2024-04-16,31,57.11,3780.95,APXMIDP
2024-04-16 14:30:00+00:00,2024-04-16,32,48.61,3473.8,APXMIDP
2024-04-16 15:00:00+00:00,2024-04-16,33,60.88,3618.65,APXMIDP
2024-04-16 15:30:00+00:00,2024-04-16,34,62.41,3746.9,APXMIDP
2024-04-16 16:00:00+00:00,2024-04-16,35,55.06,3454.05,APXMIDP
2024-04-16 16:30:00+00:00,2024-04-16,36,54.27,3918.1,APXMIDP
2024-04-16 17:00:00+00:00,2024-04-16,37,66.23,3548.35,APXMIDP
2024-04-16 17:30:00+00:00,2024-04-16,38,73.97,3218.9,APXMIDP
2024-04-16 18:00:00+00:00,2024-04-16,39,84.04,2786.2,APXMIDP
2024-04-16 18:30:00+00:00,2024-04-16,40,85.52,3106.2,APXMIDP
2024-04-16 19:00:00+00:00,2024-04-16,41,74.91,3183.6,APXMIDP
2024-04-16 19:30:00+00:00,2024-04-16,42,80.68,3495.9,APXMIDP
2024-04-16 20:00:00+00:00,2024-04-16,43,84.97,2740.85,APXMIDP
2024-04-16 20:30:00+00:00,2024-04-16,44,80.9,2979.85,APXMIDP
2024-04-16 21:00:00+00:00,2024-04-16,45,83.33,3040.8,APXMIDP
2024-04-16 21:30:00+00:00,2024-04-16,46,78.68,3350.15,APXMIDP
2024-04-16 22:00:00+00:00,2024-04-16,47,78.81,2157.9,APXMIDP
2024-04-16 22:30:00+00:00,2024-04-16,48,74.02,1633.3,APXMIDP
2024-04-16 23:00:00+00:00,2024-04-17,1,77.88,1850.95,APXMIDP
2024-04-16 23:30:00+00:00,2024-04-17,2,71.39,1836.4,APXMIDP
2024-04-17 00:00:00+00:00,2024-04-17,3,68.56,1966.6,APXMIDP
2024-04-17 00:30:00+00:00,2024-04-17,4,64.85,2096.35,APXMIDP
2024-04-17 01:00:00+00:00,2024-04-17,5,67.9,1877.35,APXMIDP
2024-04-17 01:30:00+00:00,2024-04-17,6,53.86,2105.5,APXMIDP
2024-04-17 02:00:00+00:00,2024-04-17,7,56.18,1932.2,APXMIDP
2024-04-17 02:30:00+00:00,2024-04-17,8,54.84,2011.95,APXMIDP
2024-04-17 03:00:00+00:00,2024-04-17,9,61.36,1995.95,APXMIDP
2024-04-17 03:30:00+00:00,2024-04-17,10,58.92,1941.8,APXMIDP
2024-04-17 04:00:00+00:00,2024-04-17,11,75.88,1775.85,APXMIDP
2024-04-17 04:30:00+00:00,2024-04-17,12,79.31,2247.85,APXMIDP
2024-04-17 05:00:00+00:00,2024-04-17,13,102.75,2960.45,APXMIDP
2024-04-17 05:30:00+00:00,2024-04-17,14,106.26,2992.85,APXMIDP
2024-04-17 06:00:00+00:00,2024-04-17,15,94.17,3952.6,APXMIDP
2024-04-17 06:30:00+00:00,2024-04-17,16,109.3,3487.95,APXMIDP
2024-04-17 07:00:00+00:00,2024-04-17,17,88.18,3314.05,APXMIDP
2024-04-17 07:30:00+00:00,2024-04-17,18,80.13,3156.15,APXMIDP
2024-04-17 08:00:00+00:00,2024-04-17,19,64.52,2535.55,APXMIDP
2024-04-17 08:30:00+00:00,2024-04-17,20,65.0,2773.25,APXMIDP
2024-04-17 09:00:00+00:00,2024-04-17,21,70.66,2664.9,APXMIDP
2024-04-17 09:30:00+00:00,2024-04-17,22,62.65,2986.7,APXMIDP
2024-04-17 10:00:00+00:00,2024-04-17,23,53.58,2339.4,APXMIDP
2024-04-17 10:30:00+00:00,2024-04-17,24,55.98,2717.0,APXMIDP
2024-04-17 11:00:00+00:00,2024-04-17,25,56.37,2395.35,APXMIDP
2024-04-17 11:30:00+00:00,2024-04-17,26,56.1,2806.75,APXMIDP
2024-04-17 12:00:00+00:00,2024-04-17,27,55.04,2526.3,APXMIDP
2024-04-17 12:30:00+00:00,2024-04-17,28,55.4,2259.9,APXMIDP
2024-04-17 13:00:00+00:00,2024-04-17,29,55.9,1999.1,APXMIDP
2024-04-17 13:30:00+00:00,2024-04-17,30,56.36,2218.1,APXMIDP
2024-04-17 14:00:00+00:00,2024-04-17,31,62.61,2369.4,APXMIDP
2024-04-17 14:30:00+00:00,2024-04-17,32,70.53,3158.6,APXMIDP
2024-04-17 15:00:00+00:00,2024-04-17,33,69.33,3328.85,APXMIDP
2024-04-17 15:30:00+00:00,2024-04-17,34,68.45,3548.85,APXMIDP
2024-04-17 16:00:00+00:00,2024-04-17,35,76.57,3110.05,APXMIDP
2024-04-17 16:30:00+00:00,2024-04-17,36,82.52,2886.45,APXMIDP
2024-04-17 17:00:00+00:00,2024-04-17,37,98.26,3154.25,APXMIDP
2024-04-17 17:30:00+00:00,2024-04-17,38,96.77,3035.15,APXMIDP
2024-04-17 18:00:00+00:00,2024-04-17,39,96.32,2653.85,APXMIDP
2024-04-17 18:30:00+00:00,2024-04-17,40,94.28,2893.4,APXMIDP
2024-04-17 19:00:00+00:00,2024-04-17,41,93.99,2486.85,APXMIDP
2024-04-17 19:30:00+00:00,2024-04-17,42,86.67,2676.85,APXMIDP
2024-04-17 20:00:00+00:00,2024-04-17,43,79.95,2185.1,APXMIDP
2024-04-17 20:30:00+00:00,2024-04-17,44,70.88,2279.15,APXMIDP
2024-04-17 21:00:00+00:00,2024-04-17,45,73.82,2147.95,APXMIDP
2024-04-17 21:30:00+00:00,2024-04-17,46,66.04,2426.2,APXMIDP
2024-04-17 22:00:00+00:00,2024-04-17,47,69.61,1304.05,APXMIDP
2024-04-17 22:30:00+00:00,2024-04-17,48,83.5,1147.3,APXMIDP
2024-04-17 23:00:00+00:00,2024-04-18,1,76.66,1116.2,APXMIDP
2024-04-17 23:30:00+00:00,2024-04-18,2,76.93,1376.0,APXMIDP
2024-04-18 00:00:00+00:00,2024-04-18,3,74.93,1263.65,APXMIDP
2024-04-18 00:30:00+00:00,2024-04-18,4,76.81,1161.95,APXMIDP
2024-04-18 01:00:00+00:00,2024-04-18,5,70.23,1501.6,APXMIDP
2024-04-18 01:30:00+00:00,2024-04-18,6,65.85,1637.4,APXMIDP
2024-04-18 02:00:00+00:00,2024-04-18,7,68.21,1287.65,APXMIDP
2024-04-18 02:30:00+00:00,2024-04-18,8,68.49,1170.3,APXMIDP
2024-04-18 03:00:00+00:00,2024-04-18,9,65.45,1058.75,APXMIDP
2024-04-18 03:30:00+00:00,2024-04-18,10,58.19,1329.2,APXMIDP
2024-04-18 04:00:00+00:00,2024-04-18,11,68.07,1221.2,APXMIDP
2024-04-18 04:30:00+00:00,2024-04-18,12,66.21,1153.5,APXMIDP
2024-04-18 05:00:00+00:00,2024-04-18,13,85.55,1694.95,APXMIDP
2024-04-18 05:30:00+00:00,2024-04-18,14,100.79,1876.25,APXMIDP
2024-04-18 06:00:00+00:00,2024-04-18,15,93.2,1806.45,APXMIDP
2024-04-18 06:30:00+00:00,2024-04-18,16,104.74,1645.5,APXMIDP
2024-04-18 07:00:00+00:00,2024-04-18,17,83.49,1799.3,APXMIDP
2024-04-18 07:30:00+00:00,2024-04-18,18,76.14,1835.1,APXMIDP
2024-04-18 08:00:00+00:00,2024-04-18,19,64.27,1967.3,APXMIDP
2024-04-18 08:30:00+00:00,2024-04-18,20,61.63,2557.6,APXMIDP
2024-04-18 09:00:00+00:00,2024-04-18,21,69.08,2954.15,APXMIDP
2024-04-18 09:30:00+00:00,2024-04-18,22,70.63,3278.95,APXMIDP
2024-04-18 10:00:00+00:00,2024-04-18,23,59.82,2553.65,APXMIDP
2024-04-18 10:30:00+00:00,2024-04-18,24,55.4,2874.45,APXMIDP
2024-04-18 11:00:00+00:00,2024-04-18,25,53.3,2451.8,APXMIDP
2024-04-18 11:30:00+00:00,2024-04-18,26,45.71,3026.85,APXMIDP
2024-04-18 12:00:00+00:00,2024-04-18,27,36.77,2613.3,APXMIDP
2024-04-18 12:30:00+00:00,2024-04-18,28,29.17,2742.1,APXMIDP
2024-04-18 13:00:00+00:00,2024-04-18,29,31.04,2986.3,APXMIDP
2024-04-18 13:30:00+00:00,2024-04-18,30,27.79,3030.8,APXMIDP
2024-04-18 14:00:00+00:00,2024-04-18,31,21.26,3263.05,APXMIDP
2024-04-18 14:30:00+00:00,2024-04-18,32,23.16,3748.5,APXMIDP
2024-04-18 15:00:00+00:00,2024-04-18,33,29.01,3859.65,APXMIDP
2024-04-18 15:30:00+00:00,2024-04-18,34,42.6,4414.55,APXMIDP
2024-04-18 16:00:00+00:00,2024-04-18,35,57.69,3528.45,APXMIDP
2024-04-18 16:30:00+00:00,2024-04-18,36,57.73,3944.05,APXMIDP
2024-04-18 17:00:00+00:00,2024-04-18,37,77.3,3446.45,APXMIDP
2024-04-18 17:30:00+00:00,2024-04-18,38,76.24,3221.75,APXMIDP
2024-04-18 18:00:00+00:00,2024-04-18,39,85.26,2387.1,APXMIDP
2024-04-18 18:30:00+00:00,2024-04-18,40,85.44,2650.55,APXMIDP
2024-04-18 19:00:00+00:00,2024-04-18,41,77.72,2359.15,APXMIDP
2024-04-18 19:30:00+00:00,2024-04-18,42,74.46,2188.7,APXMIDP
2024-04-18 20:00:00+00:00,2024-04-18,43,75.63,2423.1,APXMIDP
2024-04-18 20:30:00+00:00,2024-04-18,44,69.16,2306.35,APXMIDP
2024-04-18 21:00:00+00:00,2024-04-18,45,68.06,2461.35,APXMIDP
